scene,rank,frame,score,nonwhite,nonblack,contrast,saturation,balance,path
3dfront_0135_00,19,0277,2.821838,1.000000,0.876875,0.216764,0.077151,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0277.jpg
3dfront_0135_00,20,0250,2.821481,1.000000,0.951719,0.202929,0.097458,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0250.jpg
3dfront_0135_00,21,0266,2.821456,1.000000,0.859167,0.217290,0.075885,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0266.jpg
3dfront_0135_00,22,0237,2.821019,1.000000,0.951927,0.213663,0.080780,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0237.jpg
3dfront_0135_00,23,0267,2.819781,1.000000,0.880521,0.216398,0.075130,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0267.jpg
3dfront_0135_00,24,0217,2.819462,1.000000,0.961979,0.206166,0.090079,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0217.jpg
3dfront_0135_00,25,0089,2.818977,1.000000,0.899531,0.220628,0.067780,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0089.jpg
3dfront_0135_00,26,0148,2.816899,1.000000,0.979531,0.205137,0.088418,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0148.jpg
3dfront_0135_00,27,0260,2.816282,1.000000,0.949688,0.196773,0.100193,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0260.jpg
3dfront_0135_00,28,0264,2.816167,1.000000,0.949323,0.206501,0.085457,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0264.jpg
3dfront_0135_00,29,0207,2.816095,1.000000,0.939167,0.210436,0.079464,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0207.jpg
3dfront_0135_00,30,0224,2.815931,1.000000,0.938646,0.199726,0.095325,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0224.jpg
3dfront_0135_00,31,0218,2.815856,1.000000,0.939115,0.209271,0.080914,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0218.jpg
3dfront_0135_00,32,0186,2.815725,1.000000,0.986927,0.194551,0.102829,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0186.jpg
3dfront_0135_00,33,0154,2.815674,1.000000,0.902292,0.207446,0.083424,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0154.jpg
3dfront_0135_00,34,0142,2.815410,1.000000,0.939896,0.197831,0.097516,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0142.jpg
3dfront_0135_00,35,0261,2.814572,1.000000,0.926719,0.223868,0.057413,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0261.jpg
3dfront_0135_00,36,0194,2.814104,1.000000,0.941198,0.208543,0.079816,1.000000,figures_src/fig1_render_view_assets/nerf_rpn_front3d_nerf_data/front3d_nerf_data/3dfront_0135_00/train/images/0194.jpg
